date,dji,test_1_ens_no_indic,test_5_ens_extensive_indic,test_7_ens_extensive_indic-25%,test_6_ens_extensive_indic+25%
2023-07-11,936486.7296,826181.1098,1062286.244,967822.6759,972307.7977
2023-07-12,938837.6296,824847.1059,1062804.265,960919.0009,969556.0654
2023-07-13,940141.7395,826901.1582,1061527.439,963547.7615,963374.704
2023-07-14,943254.776,843138.5591,1055995.871,968144.0682,972963.8954
2023-07-17,945340.8821,849896.3328,1055307.701,969680.515,965657.4687
2023-07-18,955360.7683,862866.7596,1060986.25,965430.468,960526.6
2023-07-19,958347.8142,864868.9312,1066356.243,966674.5708,959345.32
2023-07-20,962829.6644,868219.8826,1072258.677,971325.4762,959982.9
2023-07-21,962898.3186,870227.1754,1064043.905,966404.2952,959523.5935
2023-07-24,967915.3087,876095.2551,1062515.161,971306.3558,949025.6484
2023-07-25,968648.7237,874847.3587,1061881.55,979971.8128,945404.6
2023-07-26,970891.4639,873497.5501,1066069.219,979489.0531,935527.1
2023-07-27,964402.412,869701.8298,1061081.219,975310.0482,934700.5727
2023-07-28,969228.7077,870604.5639,1061429.167,968675.7491,934190.0092
2023-07-31,971968.6839,871163.1759,1065957.075,958548.4189,931622.5
2023-08-01,973913.4241,867613.108,1060109.309,961724.7884,938117.559
2023-08-02,964396.9666,862308.2004,1057498.765,972199.1991,926833.2318
2023-08-03,962575.7612,864213.8649,1055384.524,971229.1891,933315.0852
2023-08-04,958468.3595,880367.3122,1044972.183,972453.4,937601.7
2023-08-07,969607,899879.9947,1055019.353,994661.3,946865.9
2023-08-08,965270.7865,906422.868,1049371.728,997789.6,948283.8752
2023-08-09,960046.5525,900648.8794,1042928.327,1011856.617,947456.9545
2023-08-10,961489.4656,905322.2375,1043302.639,1013409.412,946571.1244
2023-08-11,964366.3231,909181.313,1049319.552,1013780.068,943470.4554
2023-08-14,965083.2953,910018.2187,1048072.044,1012791.31,938989.3797
2023-08-15,955209.366,909263.4055,1037143.053,1015424.442,939156.303
2023-08-16,950271.4938,905366.0208,1030276.294,1017823.373,940857.3911
2023-08-17,942319.8828,899209.7244,1019441.646,1011297.07,943926.9153
2023-08-18,943025.9642,899463.876,1022033.176,997556.8451,941945.9017
2023-08-21,942015.4766,898653.6972,1020577.468,1003801.051,943057.2442
2023-08-22,937235.8401,888931.6199,1017400.175,1008177.561,948280.3998
2023-08-23,942269.3797,889150.5683,1023033.349,1006895.796,935334.709
2023-08-24,932058.6924,885775.5022,1016371.91,996240.5524,936762
2023-08-25,938823.1086,887345.4991,1022351,996250.5924,934916.1211
2023-08-28,944647.3997,889906.8082,1027694.592,991239.9015,930338.4461
2023-08-29,952647.6987,897155.8063,1035131.213,1002311.86,921116.1502
2023-08-30,953674.5224,893892.5844,1037295.725,996489.5581,917578.394
2023-08-31,949073.515,882369.7499,1037072.522,991801.2701,917046.0167
2023-09-01,952238.7629,884355.068,1035319.715,992914.3,908768.3
2023-09-05,946888.4315,879564.4425,1029355.738,995601.8898,905524.1429
2023-09-06,941455.1385,870831.9577,1023978.845,996360.4095,908271.9
2023-09-07,943027.8861,881539.1393,1026182.321,987715.121,908532.8
2023-09-08,945101.3931,887791.8312,1028076.092,983722.8618,904824.3
2023-09-11,947482.9365,891079.4797,1031962.59,974870.8038,896103.0941
2023-09-12,946998.2997,891496.0014,1032448.512,977125.5511,899906.2527
2023-09-13,945072.458,887562.4848,1030537.565,977377.3764,898913.2
2023-09-14,954135.6695,896627.626,1040360.192,974138.9249,903000.7752
2023-09-15,946239.7933,895176.2089,1032354.433,979977.5687,907260.8369
2023-09-18,946405.503,900277.1799,1023343.274,969180.4,911225.0447
2023-09-19,943492.5567,898559.2814,1023299.513,973825.5241,912466.7898
2023-09-20,941391.9297,912723.4943,1021258.811,977404.6139,906955.8
2023-09-21,931266.0191,910256.9406,1004337,985612.1572,907614.0074
2023-09-22,928352.7524,908031.6745,1003015.076,987737.5341,917166.1689
2023-09-25,929529.1634,908971.5612,999884.9447,982092.6,917282.2
2023-09-26,918923.741,906110.3458,990569.9493,985114.3,912718.3418
2023-09-27,917048.4023,905957.0034,981829.8815,981564.3512,908072.1
2023-09-28,920221.0175,914608.2326,985197.963,976831.9071,900810.4749
2023-09-29,915879.3586,905076.4075,976546.5521,981522.4,897834.3352
2023-10-02,913852.6176,905914.6625,968207.9304,986060.2864,902444.2517
2023-10-03,902072.5994,893565.028,956051.8848,990420.7195,907180.6546
2023-10-04,905548.6599,902368.3249,961745.3151,985051.8672,894438.8055
2023-10-05,905275.8581,906056.0114,956990.9758,988245.8199,884415.5127
2023-10-06,913148.1378,916353.1686,952433.2544,996196.6465,898184.6248
2023-10-09,918534.7715,922420.6385,954792,984583.0143,903724.0567
2023-10-10,922215.2999,922626.6923,962126.3751,982491.8257,907869.6303
2023-10-11,924007.5701,939921.3294,962559.1,979066.7015,921549.146
2023-10-12,919258.8974,943018.8325,955584.9611,975384.733,924803.3631
2023-10-13,920328.9637,950313.3093,960609.4,967917.3988,928699.2003
2023-10-16,928918.5358,955226.351,967508.1896,965555,932756.6
2023-10-17,929276.8618,951615.7382,970972.7947,966196.5568,932901.4723
2023-10-18,920186.5302,946271.3039,972559.9035,955426.9,924448.6024
2023-10-19,913328.3684,936371.6547,972614.2028,952072.6634,934062.2325
2023-10-20,905486.6255,932536.8061,964535.5346,955834.4822,931022.1677
2023-10-23,900269.4385,922486.8018,959958.0534,953301.5,941231.924
2023-10-24,905871.9647,930678.2285,978426.9921,952603.3518,944584.6442
2023-10-25,902989.6618,928896.1365,977998.4403,937925.1581,944607.4354
2023-10-26,896111.7473,923157.3171,979807.0721,944185.4367,943662.8799
2023-10-27,886088.2308,906202.4838,972446.7367,944149.7,944198.5342
2023-10-30,900065.8248,913695.3255,987225.3211,950185.1485,943350.6084
2023-10-31,903452.7308,907184.5691,996303.2403,954155.5676,944423.9
2023-11-01,909512.7739,914933.4135,997207.0451,956416.3893,945998.4838
2023-11-02,924942.5702,927839.4001,1009308.9,957943,945253.4861
2023-11-03,931017.241,930270.6299,1007671.313,952598.9,946275.4
2023-11-06,931961.3166,936565.9626,1009392.749,951018.4046,949065.1
2023-11-07,933512.2828,936877.2355,1014236.121,961279.0538,964817.9396
2023-11-08,932409.8646,938894.651,1010039.762,961902.1692,976745.011
2023-11-09,926387.512,923958.6217,1009645.007,951322.3685,972334.8
2023-11-10,937079.3127,931530.0571,1015863,948182.7931,970594.1
2023-11-13,938576.3591,932688.4662,1019343.622,941225.3123,967653.8737
2023-11-14,951965.107,937289.4155,1023024.912,941795.0584,968742.5
2023-11-15,956434.4648,941223.4798,1023509.043,949375.2061,970522.3607
2023-11-16,955184.1679,934062.8111,1024497.491,948146.2284,978142.5327
2023-11-17,955233.71,933128.7608,1023473.01,942001.7279,983668.6054
2023-11-20,960803.137,933160.3901,1025272.872,934040.3153,994153.1
2023-11-21,959087.9559,932903.3218,1023314.337,946022.1731,1000168.868
2023-11-22,964137.6181,937417.9386,1028942.549,951756.3692,1004121.707
2023-11-24,967338.8481,941071.2167,1031333.884,959047.9276,1006616.164
2023-11-27,965789.5903,939277.3992,1028937.123,970657.7,1011931.715
2023-11-28,968072.2631,938835.8904,1029757.925,972338.9808,1000350.82
2023-11-29,968439.6646,939470.399,1029927.898,976289.5766,1010697.598
2023-11-30,982665.9299,951376.8979,1048793.196,983452.5495,997539.4355
2023-12-01,990718.6538,958980.2251,1055263.234,983395.8,1001144.668
2023-12-04,989596.3762,960726.0042,1051022.545,979249.3394,1002973.408
2023-12-05,987412.8943,956513.2713,1049915.311,989979.1654,1005941.077
2023-12-06,985496.0214,956126.6518,1046165.961,991019.62,1005145.798
2023-12-07,987216.6478,957027.6937,1047470.243,998705.7,996686.3
2023-12-08,990783.4643,958838.1934,1051574.324,997950.5568,987400.3781
2023-12-11,995076.4352,963440.6225,1052156.502,1000538.403,982827.2
2023-12-12,999805.4619,967100.9598,1057612.201,999544.1291,978560.878
2023-12-13,1013808.361,981484.391,1069641.514,1000532.218,991569.2
2023-12-14,1018130.16,984130.964,1062554.491,999000.3846,989861.6623
2023-12-15,1019682.941,980424.3295,1061384.052,1001188.806,1000369.637
2023-12-18,1019706.431,980517.4935,1061061.598,1002956.263,1008111.322
2023-12-19,1026591.82,986852.5276,1064930.381,1001161.093,1010088.961
2023-12-20,1013583.179,974701.6535,1051606.145,1002607.474,1002493.38
2023-12-21,1022394.196,982401.189,1061476.215,1003675.48,1000155.153
2023-12-22,1021891.728,980914.5191,1058591.156,1032166.875,1008567.975
2023-12-26,1026247.588,985651.4028,1060324.736,1041356.253,1023629.437
2023-12-27,1029286.845,989904.7455,1063277.078,1035697.46,1018536.768
2023-12-28,1030751.433,992587.6297,1066821.512,1028203.511,1022535.845
2023-12-29,1030189.386,993043.3194,1066857.876,1026106.421,1023037.608
2024-01-02,1030886.392,1000208.569,1070931.696,1027238.88,1030262.879
2024-01-03,1023100.491,994473.0767,1067610.116,1031895.632,1030558
2024-01-04,1023377.884,996906.0402,1067409.925,1033435.133,1041856.339
2024-01-05,1024082.257,994387.9688,1063636.639,1038728.898,1043193.479
2024-01-08,1030010.971,1000332.446,1076312.479,1052241.476,1022418.879
2024-01-09,1025696.325,996634.2234,1075898.901,1050254.125,1035807.451
2024-01-10,1030358.62,997063.9186,1081556.538,1050920.204,1041994.015
2024-01-11,1030776.524,996438.8653,1085700.46,1050291.884,1027171.703
2024-01-12,1027550.096,989296.7258,1076200.793,1052323.123,1032367.948
2024-01-16,1021212.553,987775.8561,1072560.595,1037836.867,1046078.246
2024-01-17,1018630.919,981602.133,1077171.646,1047097.577,1049820.527
2024-01-18,1024150.591,984127.2674,1077835.432,1048438.916,1056325.681
2024-01-19,1034952.58,993955.5303,1077702.45,1050098.373,1054966.93
2024-01-22,1038724.825,1003268.577,1083928.232,1052883.886,1036397.35
2024-01-23,1036090.98,998435.4342,1089275.888,1052241.567,1046057.731
2024-01-24,1033383.356,996971.8367,1087567.438,1052147.269,1045332.315
2024-01-25,1040018.258,1002887.122,1077720.76,1058785.633,1037539
2024-01-26,1041666.493,1000774.815,1081854.989,1054298.856,1038393.563
2024-01-29,1047789.745,1009854.85,1090763.92,1056655.259,1040978.401
2024-01-30,1051448.599,1017564.505,1090951.373,1050731.957,1056226.622
2024-01-31,1042783.646,1010175.766,1085082.211,1059176.245,1056749.381
2024-02-01,1052884.465,1015536.125,1094005.585,1058442.153,1053826.031
2024-02-02,1056563.071,1023779.111,1099975.565,1062862.842,1052604.286
2024-02-05,1049065.454,1020271.078,1088529.453,1068564.772,1051992.698
2024-02-06,1052925.999,1027295.79,1092389.277,1058281.001,1057204.467
2024-02-07,1057190.035,1033358.821,1100264.782,1051246.115,1056553.418
2024-02-08,1058528.525,1035699.935,1101363.191,1054476.784,1052029.852
2024-02-09,1057035.109,1031127.572,1101785.988,1054669.079,1034210.526
2024-02-12,1060470.596,1039356.352,1097099.774,1058200,1034281.459
2024-02-13,1046130.619,1023448.598,1086613.068,1061689.485,1042399.679
2024-02-14,1050272.188,1028833.143,1091553.419,1067184.742,1041583.331
2024-02-15,1059807.544,1044079.416,1096482.166,1062242.641,1046118.808
2024-02-16,1055840.547,1040809.44,1092388.758,1066081.313,1059047.056
2024-02-20,1054086.074,1034965.415,1090274.451,1067499.346,1054809.229
2024-02-21,1055410.043,1039208.761,1091211.946,1077731.454,1064275.392
2024-02-22,1067897.958,1051512.898,1107235.846,1082475.694,1049331.507
2024-02-23,1069604.171,1053337.625,1108063.951,1070113.032,1048759.189
2024-02-26,1067901.268,1053129.932,1106150.437,1077824.247,1059094.237
2024-02-27,1065254.824,1052249.945,1093804.986,1078906.083,1066567.47
2024-02-28,1064615.475,1052864.729,1084022.963,1073563,1072764.087
2024-02-29,1065910.296,1053819.348,1083556.713,1078814.041,1055350.77
2024-03-01,1068397.33,1054881.074,1085505.053,1086715.648,1044786.935
2024-03-04,1065730.919,1054727.488,1077134.707,1085550.878,1040696.579
2024-03-05,1054670.756,1044312.036,1056861.929,1086022.623,1046200.539
2024-03-06,1056744.263,1046191.473,1058059.58,1085804.486,1043998.77
2024-03-07,1060305.848,1049270.907,1064241.185,1076903.64,1044313.873
2024-03-08,1058429.121,1048211.032,1064673.288,1085902.436,1033693.597
2024-03-11,1059712.944,1050712.614,1075473.724,1093144.401,1030244.975
2024-03-12,1066158.967,1055429,1084027.38,1087935.721,1020853.123
2024-03-13,1067193.051,1060991.19,1078727.634,1087986.293,1029041.195
2024-03-14,1063430.309,1055597.417,1084027.773,1088239.183,1030581.108
2024-03-15,1058212.588,1056565.874,1074504.348,1103811.197,1036181.748
2024-03-18,1060280.649,1059631.322,1075573.284,1104568.067,
2024-03-19,1069036.465,1068085.779,1085958.519,1109085.046,
2024-03-20,1080007.26,1079287.621,1092719.206,1107413.57,
2024-03-21,1087366.609,1095656.977,1093121.01,1107113.453,
2024-03-22,1079016.953,1082936.361,1088724.21,1105803.714,
2024-03-25,1074581.869,1079635.01,1080158.313,1108715.662,
2024-03-26,1073725.986,1083789.48,1083838.118,1103273.901,
2024-03-27,1086784.596,1099741.289,1086779.542,1092553.803,
2024-03-28,1088077.281,1104414.051,1085946.897,1100314.291,
2024-04-01,1081503.026,1095309.117,1082723.06,1100981.095,
2024-04-02,1070662.172,1084389.706,1055351.743,1102688.267,
2024-04-03,1069484.159,1089781.207,1053163.881,,
2024-04-04,1054992.993,1074142.37,1040426.382,,
2024-04-05,,1085782.928,1048667.974,,
