date,dji,test_1_ens_no_indic,test_2_ens_default_indic,test_3_ens_def_mix_indic,test_4_ens_diff_indic,test_5_ens_extensive_indic
2023-04-19,926526.1017,851958.6039,896517.6548,967429.8202,782984.8109,1033720.777
2023-04-20,923508.7326,848980.5716,895296.7761,968766.9642,784788.1551,1033266.516
2023-04-21,924119.3601,847330.1716,893650.153,967628.5,780766.1291,1033208.432
2023-04-24,925935.3337,849554.2125,897036.0423,970116.7537,787991.9646,1028368.067
2023-04-25,916516.9994,846438.1274,893643.1154,961788.3,789248.1524,1013364
2023-04-26,910258.788,830593.6965,889448.1347,954411.1671,774883.1807,1009851.907
2023-04-27,924589.476,839261.3105,909385.2991,966298.4118,787608.8775,1022827.329
2023-04-28,932024.2052,842676.8835,913412.8505,973432.3829,792002.4966,1033164.728
2023-05-01,930754.2622,845362.1009,916827.3971,971472.5646,795060.9407,1026687.378
2023-05-02,920718.2534,834243.6108,912262.5978,961223.5,789227.0551,1002516.189
2023-05-03,913330.1836,819865.4015,907899.8275,952342,781322.1458,989843.2888
2023-05-04,905499.1178,819812.4761,904066.2447,949672.0392,775637.5227,980422.332
2023-05-05,920440.7537,835706.2493,915768.2861,965090.3455,787341.9262,1004894.984
2023-05-08,918918.6159,832780.1108,912593.6319,963093.4195,784484.0065,1003626.014
2023-05-09,917363.806,831406.0618,909298.5832,959983.2825,781515.9799,1002965.309
2023-05-10,916530.6662,828981.2585,911534.5339,960580.591,780903.6501,997138.9226
2023-05-11,910467.6335,825289.0226,907049.8067,957952.4438,776370.5878,993745.0353
2023-05-12,910224.621,825834.8044,907333.1935,957467,779777.4313,993752.5973
2023-05-15,911536.0982,826649.3098,904527.5231,958308.2162,774524.3664,999447.8689
2023-05-16,902339.422,813028.9256,895200.5713,948683.6967,763541.7178,992080.8227
2023-05-17,913508.7059,820063.1383,904800.1603,954840.4,772866.4169,1005906.665
2023-05-18,916655.9094,818019.0638,906525.0022,957046.9321,765669.2246,1011924.942
2023-05-19,913668.8635,816126.1741,903879.5453,954769.3282,764056.1068,1009541.07
2023-05-22,909840.7767,816329.5254,902930.7328,948013.1,766408.503,1008547.97
2023-05-23,903524.9085,811255.1173,895814.5559,942870.1931,765431.8073,996362.2295
2023-05-24,896538.7274,804864.299,891405.3976,934339,765335.7247,985043.141
2023-05-25,895574.6321,798856.7475,893857.8896,928037.4014,758995.7591,982588.6526
2023-05-26,904558.8859,803195.564,901214.2052,933811.0192,764538.8814,997313.1
2023-05-30,903176.9394,803682.6553,898649.5503,932273.47,761971.7256,995618.81
2023-05-31,899500.2549,808403.0377,899040.4827,933987.1095,773267.1983,998980.3907
2023-06-01,903690.5115,807768.806,908314.0043,935652.5986,782188.7258,1012865.402
2023-06-02,922856.5709,820978.7041,923220.3223,952761.2945,792948.6828,1029891
2023-06-05,917392.5276,823128.8651,920189.6633,949989.0082,791207.59,1025174.263
2023-06-06,917677.3946,818845.0527,909987.8497,949435.7,777819.2807,1034692.834
2023-06-07,920184.9286,816075.659,903853.4526,952880.134,771633.3975,1032312.234
2023-06-08,924793.0897,818214.1739,911653.6627,958080.0376,782088.7698,1032250.042
2023-06-09,925973.1309,817654.8109,914856.2091,958197.3422,785199.4165,1033392.635
2023-06-12,931154.1223,816872.2807,917565.4695,964457.3587,784728.721,1043712.9
2023-06-13,935139.1636,822720.5847,921760.0345,969232.9301,784676.631,1044003.424
2023-06-14,928776.1024,807308.5225,903855.7873,963475.9,745432.2577,1042111.369
2023-06-15,940494.8336,822445.9102,919561.9962,976609.7831,758330.6324,1051215.562
2023-06-16,937517.1836,821642.7537,910513.396,976199.2335,750219.7496,1053707.732
2023-06-20,930813.6273,822955.6098,910925.3227,968829.1398,762962.3794,1043936.309
2023-06-21,928015.9944,824286.1562,915921.8091,963980.5699,769750.7237,1035495.805
2023-06-22,927884.5584,827214.7006,920746.7584,967215.9464,774023.7915,1041211
2023-06-23,921890.8206,822510.6508,915773.7573,959939.2774,769438.2121,1037560.439
2023-06-26,921543.1718,818870.0955,916600.1809,961772.0829,772327.4523,1033134.392
2023-06-27,927338.6345,818382.3084,922839.0399,955328.9,768742.3545,1023308.942
2023-06-28,925313.8155,812663.5174,916842.865,952850.2669,759355.9923,1030244.524
2023-06-29,932687.3644,821304.3304,922128.9982,952555.4,759899.859,1038637.371
2023-06-30,940482.3413,828285.3687,930824.0439,960498.2487,765917.9295,1050990
2023-07-03,940779.3802,832658.2461,929061.6175,962478.9534,764773.6342,1055538.04
2023-07-05,937230.715,830405.5962,921799.9362,961957.157,756959.5525,1058757.866
2023-07-06,927216.2741,822986.9931,917250.6229,955286.4033,752852.1968,1049657.444
2023-07-07,922094.4343,812743.5656,905600.2881,947602.6211,742629.2904,1041788.097
2023-07-10,927821.3495,823945.4426,910486.9999,950744.2,747585.7708,1049574.876
2023-07-11,936486.7296,826181.1098,912470.4953,958025.2402,749781.3503,1062286.244
2023-07-12,938837.6296,824847.1059,909177.46,959500.3492,735147.8779,1062804.265
2023-07-13,940141.7395,826901.1582,907214.4077,961175.6751,728312.5051,1061527.439
2023-07-14,943254.776,843138.5591,911024.3394,957850.3762,768706.9843,1055995.871
2023-07-17,945340.8821,849896.3328,913544.3039,957985.0435,773000.6861,1055307.701
2023-07-18,955360.7683,862866.7596,910322.312,963767.7027,795231.3986,1060986.25
2023-07-19,958347.8142,864868.9312,912254.0115,965039.9006,801354.5077,1066356.243
2023-07-20,962829.6644,868219.8826,918244.0967,968299.9,803335.6859,1072258.677
2023-07-21,962898.3186,870227.1754,923257.306,967411.0011,807255.3436,1064043.905
2023-07-24,967915.3087,876095.2551,924835.5406,972289.4797,811042.297,1062515.161
2023-07-25,968648.7237,874847.3587,920333.8273,971033.7781,814043.8611,1061881.55
2023-07-26,970891.4639,873497.5501,919751.1267,976886.3092,811079.5002,1066069.219
2023-07-27,964402.412,869701.8298,900067.3445,970536.4753,806856.1229,1061081.219
2023-07-28,969228.7077,870604.5639,903951.7629,975345.8415,803004.4117,1061429.167
2023-07-31,971968.6839,871163.1759,905488.1022,976536.2533,807684.5673,1065957.075
2023-08-01,973913.4241,867613.108,903804.4292,974080.0386,804257.0593,1060109.309
2023-08-02,964396.9666,862308.2004,899545.7989,964412.8957,805403.2181,1057498.765
2023-08-03,962575.7612,864213.8649,898372.1192,963551.8,805103.443,1055384.524
2023-08-04,958468.3595,880367.3122,893810.1447,952675.0564,802282.0459,1044972.183
2023-08-07,969607,899879.9947,901780.8226,960047.4338,814628.0257,1055019.353
2023-08-08,965270.7865,906422.868,895882.6501,955104.0159,808717.1523,1049371.728
2023-08-09,960046.5525,900648.8794,897272.7927,951101.2559,803687.6228,1042928.327
2023-08-10,961489.4656,905322.2375,896592.2599,951582.1102,805806.9912,1043302.639
2023-08-11,964366.3231,909181.313,900525.416,952025.2006,812435.2164,1049319.552
2023-08-14,965083.2953,910018.2187,901458.6549,955366.5259,815219.2234,1048072.044
2023-08-15,955209.366,909263.4055,893141.0416,944415.8926,809658.5785,1037143.053
2023-08-16,950271.4938,905366.0208,890783.1544,938782.2477,805475.6296,1030276.294
2023-08-17,942319.8828,899209.7244,885360.2563,929538.3881,790390.0738,1019441.646
2023-08-18,943025.9642,899463.876,886902.289,932780.5031,797257.4545,1022033.176
2023-08-21,942015.4766,898653.6972,885551.8941,934186.1807,795604.5183,1020577.468
2023-08-22,937235.8401,888931.6199,880801.421,935937.1508,788203.6992,1017400.175
2023-08-23,942269.3797,889150.5683,886917.0733,941063.5909,785235.7498,1023033.349
2023-08-24,932058.6924,885775.5022,879302.8629,923230.4593,782472.0882,1016371.91
2023-08-25,938823.1086,887345.4991,886228.5861,934835.8,784349.4743,1022351
2023-08-28,944647.3997,889906.8082,888360.8678,939884.3136,787981.5634,1027694.592
2023-08-29,952647.6987,897155.8063,894722.5178,944594.1175,791623.9078,1035131.213
2023-08-30,953674.5224,893892.5844,895155.806,949185.2301,790733.0849,1037295.725
2023-08-31,949073.515,882369.7499,891893.822,943398.847,772253.0582,1037072.522
2023-09-01,952238.7629,884355.068,896496.0807,946914.1674,771393.2698,1035319.715
2023-09-05,946888.4315,879564.4425,883939.5403,947399.6406,775675.313,1029355.738
2023-09-06,941455.1385,870831.9577,881691.214,933754.2017,770785.0465,1023978.845
2023-09-07,943027.8861,881539.1393,882997.8182,929231.2551,782756.2354,1026182.321
2023-09-08,945101.3931,887791.8312,883673.8602,928066.3528,780568.9734,1028076.092
2023-09-11,947482.9365,891079.4797,886645.8634,927633.7812,779436.139,1031962.59
2023-09-12,946998.2997,891496.0014,888511.5234,927349.8973,779941.1885,1032448.512
2023-09-13,945072.458,887562.4848,891404.0096,924091.7,779521.1275,1030537.565
2023-09-14,954135.6695,896627.626,893376.0812,930798.2633,785625.8224,1040360.192
2023-09-15,946239.7933,895176.2089,888247.648,921215.141,788409.0657,1032354.433
2023-09-18,946405.503,900277.1799,894288.0967,921336.5787,786688.4476,1023343.274
2023-09-19,943492.5567,898559.2814,892811.1107,921529.5636,779559.7631,1023299.513
2023-09-20,941391.9297,912723.4943,890602.6442,914503.145,795155.6455,1021258.811
2023-09-21,931266.0191,910256.9406,877351.9947,901846.9,804985.4345,1004337
2023-09-22,928352.7524,908031.6745,872495.5179,902293.3,811415.2494,1003015.076
2023-09-25,929529.1634,908971.5612,871137.6247,904273.9068,817204.392,999884.9447
2023-09-26,918923.741,906110.3458,861135.1868,893135.6925,810472.0596,990569.9493
2023-09-27,917048.4023,905957.0034,856551.4934,890711.5,807564.4111,981829.8815
2023-09-28,920221.0175,914608.2326,857406.6608,887467.5385,816640.1215,985197.963
2023-09-29,915879.3586,905076.4075,854871.6015,884564.4075,807067.3699,976546.5521
2023-10-02,913852.6176,905914.6625,850282.7171,875665.5224,820015.7642,968207.9304
2023-10-03,902072.5994,893565.028,844885.6075,871588.5788,811735.1676,956051.8848
2023-10-04,905548.6599,902368.3249,851039.2067,868349.13,814750.7593,961745.3151
2023-10-05,905275.8581,906056.0114,848192.4951,864865.2127,820777.4953,956990.9758
2023-10-06,913148.1378,916353.1686,856214.4046,865233.5014,830637.5018,952433.2544
2023-10-09,918534.7715,922420.6385,857217.3341,872380.0338,833242.2799,954792
2023-10-10,922215.2999,922626.6923,860716.3536,879063.6661,831456.7423,962126.3751
2023-10-11,924007.5701,939921.3294,859171.3727,877586.3045,832773.54,962559.1
2023-10-12,919258.8974,943018.8325,857390.6284,872271.5888,835474.6978,955584.9611
2023-10-13,920328.9637,950313.3093,862372.5446,872976.7862,853649.3016,960609.4
2023-10-16,928918.5358,955226.351,871364.297,874844.9695,852726.7237,967508.1896
2023-10-17,929276.8618,951615.7382,874975.9314,875396.6142,850664.7352,970972.7947
2023-10-18,920186.5302,946271.3039,867592.2115,872876.3,847927.6642,972559.9035
2023-10-19,913328.3684,936371.6547,857285.7463,865806.607,840804.1541,972614.2028
2023-10-20,905486.6255,932536.8061,856656.6827,857469.9,834127.2251,964535.5346
2023-10-23,900269.4385,922486.8018,853004.3969,854690.4246,827249.7274,959958.0534
2023-10-24,905871.9647,930678.2285,864176.6494,862285.0738,831897.435,978426.9921
2023-10-25,902989.6618,928896.1365,872259.1018,860491.6056,838872.8016,977998.4403
2023-10-26,896111.7473,923157.3171,863822.3566,854224.719,835688.055,979807.0721
2023-10-27,886088.2308,906202.4838,851918.0455,851898.2433,828659.3712,972446.7367
2023-10-30,900065.8248,913695.3255,865269.8894,862672.7679,836769.8963,987225.3211
2023-10-31,903452.7308,907184.5691,871532.4329,872088.0459,844143.8482,996303.2403
2023-11-01,909512.7739,914933.4135,879011.9861,876528.0399,838408.6893,997207.0451
2023-11-02,924942.5702,927839.4001,889826.1175,887609.1762,847636.8011,1009308.9
2023-11-03,931017.241,930270.6299,889026.4269,885862.2222,841820.9313,1007671.313
2023-11-06,931961.3166,936565.9626,890944.5577,887905.527,844999.6281,1009392.749
2023-11-07,933512.2828,936877.2355,893777.0711,892349.2718,850790.9234,1014236.121
2023-11-08,932409.8646,938894.651,891639.3163,892162.0914,848321.8777,1010039.762
2023-11-09,926387.512,923958.6217,885338.036,893053.8451,848962.6315,1009645.007
2023-11-10,937079.3127,931530.0571,893212.4718,903409.9541,853302.7231,1015863
2023-11-13,938576.3591,932688.4662,895445.8774,910979.5647,854673.9165,1019343.622
2023-11-14,951965.107,937289.4155,897864.2181,915653.7807,855022.7439,1023024.912
2023-11-15,956434.4648,941223.4798,899975.308,917424.9388,853691.8043,1023509.043
2023-11-16,955184.1679,934062.8111,898450.056,912393.5,853871.4242,1024497.491
2023-11-17,955233.71,933128.7608,897551.6112,911481.0682,853017.5641,1023473.01
2023-11-20,960803.137,933160.3901,899062.2555,913505.9,854066.5157,1025272.872
2023-11-21,959087.9559,932903.3218,897195.4295,913815.7815,853504.8005,1023314.337
2023-11-22,964137.6181,937417.9386,901151.4246,919250.237,858597.1426,1028942.549
2023-11-24,967338.8481,941071.2167,904654.5136,922314.1,861140.4506,1031333.884
2023-11-27,965789.5903,939277.3992,903661.6093,920125.3503,858607.646,1028937.123
2023-11-28,968072.2631,938835.8904,905067.96,920960.1,859272.0977,1029757.925
2023-11-29,968439.6646,939470.399,910707.6459,917062.5143,858762.9019,1029927.898
2023-11-30,982665.9299,951376.8979,927152.9152,935994.6,876697.8008,1048793.196
2023-12-01,990718.6538,958980.2251,939630.743,933686.8307,883248.4653,1055263.234
2023-12-04,989596.3762,960726.0042,938946.8781,933084.2815,882813.6278,1051022.545
2023-12-05,987412.8943,956513.2713,933934.7574,935468.9,882901.8666,1049915.311
2023-12-06,985496.0214,956126.6518,933085.5185,932686.5123,881690.634,1046165.961
2023-12-07,987216.6478,957027.6937,934997.8828,933520.8,883506.1897,1047470.243
2023-12-08,990783.4643,958838.1934,939172.2107,937775.7,884809.746,1051574.324
2023-12-11,995076.4352,963440.6225,944964.3238,935565.9,886879.7228,1052156.502
2023-12-12,999805.4619,967100.9598,949737.0383,940593.5517,892726.6046,1057612.201
2023-12-13,1013808.361,981484.391,965763.4423,947871.1,904878.3296,1069641.514
2023-12-14,1018130.16,984130.964,978298.4008,932701.8807,899646.729,1062554.491
2023-12-15,1019682.941,980424.3295,979829.522,933944.3,899240.3796,1061384.052
2023-12-18,1019706.431,980517.4935,978948.3852,931300.3644,897291.4167,1061061.598
2023-12-19,1026591.82,986852.5276,987771.4532,932245.322,900046.2096,1064930.381
2023-12-20,1013583.179,974701.6535,974152.4024,920348.7,887886.1899,1051606.145
2023-12-21,1022394.196,982401.189,982856.2276,927677.3,896262.4753,1061476.215
2023-12-22,1021891.728,980914.5191,985007.6618,930093.5496,893689.7778,1058591.156
2023-12-26,1026247.588,985651.4028,989553.1811,931428,895432.947,1060324.736
2023-12-27,1029286.845,989904.7455,992643.745,934753.7492,897797.6541,1063277.078
2023-12-28,1030751.433,992587.6297,993772.2684,937553.6,899834.8932,1066821.512
2023-12-29,1030189.386,993043.3194,992983.0916,938922.1947,898955.7823,1066857.876
2024-01-02,1030886.392,1000208.569,994519.9271,947835.1954,903273.37,1070931.696
2024-01-03,1023100.491,994473.0767,984953.9079,947777.0826,898875.7542,1067610.116
2024-01-04,1023377.884,996906.0402,988720.1177,951173.3256,900131.1472,1067409.925
2024-01-05,1024082.257,994387.9688,993341.4817,945590.9174,897149.6005,1063636.639
2024-01-08,1030010.971,1000332.446,998883.5664,944357.7,906518.0138,1076312.479
2024-01-09,1025696.325,996634.2234,995979.2698,942916.1553,902308.1272,1075898.901
2024-01-10,1030358.62,997063.9186,1002353.888,944323.5488,906363.5182,1081556.538
2024-01-11,1030776.524,996438.8653,1003113.705,945001.1063,907961.4505,1085700.46
2024-01-12,1027550.096,989296.7258,999621.2083,933397.2672,905495.2492,1076200.793
2024-01-16,1021212.553,987775.8561,1001219.277,925299.3,897453.6601,1072560.595
2024-01-17,1018630.919,981602.133,995559.9321,927734.1937,895616.3221,1077171.646
2024-01-18,1024150.591,984127.2674,998999.562,929547.1,905413.4678,1077835.432
2024-01-19,1034952.58,993955.5303,1005308.656,931046,916757.5075,1077702.45
2024-01-22,1038724.825,1003268.577,1009876.7,934916.6326,919464.5151,1083928.232
2024-01-23,1036090.98,998435.4342,1002494.239,933798.5418,914367.0683,1089275.888
2024-01-24,1033383.356,996971.8367,998077.3454,934477.5,912718.1397,1087567.438
2024-01-25,1040018.258,1002887.122,1007714.767,935628.5368,914899.253,1077720.76
2024-01-26,1041666.493,1000774.815,1010527.156,933406.8325,914565.5052,1081854.989
2024-01-29,1047789.745,1009854.85,1017804.906,940064.6,918015.8142,1090763.92
2024-01-30,1051448.599,1017564.505,1020135.663,938410,917064.8376,1090951.373
2024-01-31,1042783.646,1010175.766,1011230.971,927191.6049,912755.301,1085082.211
2024-02-01,1052884.465,1015536.125,1023256.802,938044.3,920088.5209,1094005.585
2024-02-02,1056563.071,1023779.111,1027975.192,943220.9435,919721.2006,1099975.565
2024-02-05,1049065.454,1020271.078,1021076.212,938454.1,913802.8291,1088529.453
2024-02-06,1052925.999,1027295.79,1027316.53,940664.4883,918656.0451,1092389.277
2024-02-07,1057190.035,1033358.821,1035961.989,948983.0751,922189.0001,1100264.782
2024-02-08,1058528.525,1035699.935,1041025.253,949037.1,930868.1088,1101363.191
2024-02-09,1057035.109,1031127.572,1038956.55,954658.7021,927744.4806,1101785.988
2024-02-12,1060470.596,1039356.352,1043084.71,950898.669,927095.6542,1097099.774
2024-02-13,1046130.619,1023448.598,1027573.343,935611.3444,919989.5137,1086613.068
2024-02-14,1050272.188,1028833.143,1031924.406,943864.9388,923059.7288,1091553.419
2024-02-15,1059807.544,1044079.416,1041890.008,946439.1807,931896.0376,1096482.166
2024-02-16,1055840.547,1040809.44,1040816.278,941163.1741,927724.6537,1092388.758
2024-02-20,1054086.074,1034965.415,1036785.793,938832.7002,926557.1532,1090274.451
2024-02-21,1055410.043,1039208.761,1037483.937,937568.9554,927079.4376,1091211.946
2024-02-22,1067897.958,1051512.898,1051496.413,953015.9147,935229.4346,1107235.846
2024-02-23,1069604.171,1053337.625,1053273.234,952107.1943,934903.8847,1108063.951
2024-02-26,1067901.268,1053129.932,1052042.51,950252.0673,933453.1588,1106150.437
2024-02-27,1065254.824,1052249.945,1052113.998,945924.7395,934392.714,1093804.986
2024-02-28,1064615.475,1052864.729,1050650.803,939772.0234,938453.5577,1084022.963
2024-02-29,1065910.296,1053819.348,1053132.313,945041.5,939033.505,1083556.713
2024-03-01,1068397.33,1054881.074,1057399.603,947588.6414,936407.7104,1085505.053
2024-03-04,1065730.919,1054727.488,1055013.24,943451.1953,934527.1997,1077134.707
2024-03-05,1054670.756,1044312.036,1042499.814,924992.4,928873.0324,1056861.929
2024-03-06,1056744.263,1046191.473,1044091.879,926417.0858,927881.1729,1058059.58
2024-03-07,1060305.848,1049270.907,1048286.145,934750.4575,926591.826,1064241.185
2024-03-08,1058429.121,1048211.032,1046268.769,931351.3352,927448.2532,1064673.288
2024-03-11,1059712.944,1050712.614,1048456.113,936938.5689,931284.6708,1075473.724
2024-03-12,1066158.967,1055429,1059452.706,945581.089,930024.7654,1084027.38
2024-03-13,1067193.051,1060991.19,1064343.205,942022.7114,922064.3336,1078727.634
2024-03-14,1063430.309,1055597.417,1061883.687,944831.1506,917807.1537,1084027.773
2024-03-15,1058212.588,1056565.874,1058263.818,935825.2248,915390.0012,1074504.348
2024-03-18,1060280.649,1059631.322,1059894.161,936518.697,919309.6604,1075573.284
2024-03-19,1069036.465,1068085.779,1069222.555,944123.4305,927349.5065,1085958.519
2024-03-20,1080007.26,1079287.621,1080363.958,951706.6116,939214.4996,1092719.206
2024-03-21,1087366.609,1095656.977,1092457.963,954039.2287,934242.551,1093121.01
2024-03-22,1079016.953,1082936.361,1083996.662,948377.2011,931908.9538,1088724.21
2024-03-25,1074581.869,1079635.01,1078181.364,942625.9461,930131.027,1080158.313
2024-03-26,1073725.986,1083789.48,1078314.901,944257.4603,928204.1781,1083838.118
2024-03-27,1086784.596,1099741.289,1092186.142,951576.5665,940969.9074,1086779.542
2024-03-28,1088077.281,1104414.051,1094451.651,951568.8928,941624.1982,1085946.897
2024-04-01,1081503.026,1095309.117,1088576.039,948401.9076,934353.8174,1082723.06
2024-04-02,1070662.172,1084389.706,1074579.827,928620.4413,932137.7871,1055351.743
2024-04-03,1069484.159,1089781.207,1076271.014,925457.6062,924890.4841,1053163.881
2024-04-04,1054992.993,1074142.37,1061440.701,912345.4234,913876.5515,1040426.382
2024-04-05,,1085782.928,1070436.528,917937.5,917620.7113,1048667.974
